,0
0,-0.15085741267037647
1,-0.16818199890167795
2,-0.16814450012250182
3,-0.16814450012250182
4,-0.1690279524388706
5,-0.17591688188403595
6,-0.17593355144651626
7,-0.1759004639990497
8,-0.177627535494101
9,-0.17888518013715912
10,-0.1789656210394338
11,-0.17936200971555774
12,-0.18043520170913185
13,-0.18041429834141814
14,-0.18041429834141814
15,-0.18041429834141814
16,-0.18041429834141814
17,-0.1807111887623613
18,-0.18075655905092827
19,-0.18080549891948697
20,-0.1807989621246046
21,-0.18092423480039363
22,-0.18092423480039363
23,-0.18124071583885717
24,-0.18134093546727398
25,-0.18134120728058772
26,-0.18134120728058772
27,-0.18134120728058772
28,-0.18138476038651066
29,-0.18140204982106756
30,-0.18140031225721687
31,-0.18140031225721687
32,-0.18140031225721687
33,-0.18140610793390355
34,-0.18140627377807375
35,-0.1814120495173315
36,-0.18141469516494682
37,-0.18141222683973643
38,-0.18141222683973643
39,-0.18141222683973643
40,-0.18141222683973643
41,-0.18141386939765372
42,-0.18141681283506567
43,-0.1814190434798057
44,-0.18141951328909112
45,-0.18141953111053855
46,-0.18141953111053855
47,-0.18142004707819334
48,-0.1814211053926509
49,-0.1814211053926509
50,-0.1814211053926509
51,-0.18142179541112802
52,-0.1814213810733918
53,-0.18142207034111388
54,-0.18142258416790832
55,-0.1814230692467443
56,-0.1814230692467443
57,-0.1814230692467443
58,-0.1814230692467443
59,-0.1814230692467443
60,-0.18142385163474609
61,-0.18142393271475682
62,-0.18142393271475682
63,-0.18142393271475682
64,-0.18142393271475682
65,-0.1814240434861089
66,-0.1814240434861089
67,-0.1814240434861089
68,-0.1814240434861089
69,-0.1814240434861089
70,-0.1814240434861089
71,-0.1814240434861089
72,-0.1814240434861089
73,-0.1814240434861089
74,-0.1814240434861089
75,-0.1814243626485666
76,-0.1814243626485666
77,-0.1814243626485666
78,-0.1814243626485666
79,-0.1814243626485666
80,-0.1814243722052977
81,-0.1814243722052977
82,-0.1814243722052977
83,-0.1814243722052977
84,-0.1814243722052977
85,-0.1814243722052977
86,-0.1814243722052977
87,-0.1814243722052977
88,-0.1814243722052977
89,-0.1814243722052977
90,-0.1814243722052977
91,-0.1814243722052977
92,-0.1814243722052977
93,-0.1814243722052977
94,-0.1814243722052977
95,-0.1814243722052977
96,-0.1814243722052977
97,-0.1814243722052977
98,-0.1814243722052977
99,-0.1814243722052977
100,-0.1814243722052977
101,-0.1814243722052977
102,-0.1814243722052977
103,-0.1814243722052977
104,-0.1814243722052977
105,-0.1814243722052977
106,-0.1814243722052977
107,-0.1814243722052977
108,-0.1814243722052977
109,-0.1814243722052977
110,-0.1814243722052977
111,-0.1814243722052977
112,-0.1814243722052977
113,-0.1814243722052977
114,-0.1814243722052977
115,-0.1814243722052977
116,-0.1814243722052977
117,-0.1814243722052977
118,-0.1814243722052977
119,-0.1814243722052977
120,-0.1814243722052977
121,-0.1814243722052977
122,-0.1814243722052977
123,-0.1814243722052977
124,-0.1814243722052977
125,-0.1814243722052977
126,-0.1814243722052977
127,-0.1814243722052977
128,-0.1814243722052977
129,-0.1814243722052977
130,-0.1814243722052977
131,-0.1814243722052977
132,-0.1814243722052977
133,-0.1814243722052977
134,-0.1814243722052977
135,-0.1814243722052977
136,-0.1814243722052977
137,-0.1814243722052977
138,-0.1814243722052977
139,-0.1814243722052977
140,-0.1814243722052977
141,-0.1814243722052977
142,-0.1814243722052977
143,-0.1814243722052977
144,-0.1814243722052977
145,-0.1814243722052977
146,-0.1814243722052977
147,-0.1814243722052977
148,-0.1814243722052977
149,-0.1814243722052977
150,-0.1814243722052977
151,-0.1814243722052977
152,-0.1814243722052977
153,-0.1814243722052977
154,-0.1814243722052977
155,-0.1814243722052977
156,-0.1814243722052977
157,-0.1814243722052977
158,-0.1814243722052977
159,-0.1814243722052977
160,-0.1814243722052977
161,-0.1814243722052977
162,-0.1814243722052977
163,-0.1814243722052977
164,-0.1814243722052977
165,-0.1814243722052977
166,-0.1814243722052977
167,-0.1814243722052977
168,-0.1814243722052977
169,-0.1814243722052977
170,-0.1814243722052977
171,-0.1814243722052977
172,-0.1814243722052977
173,-0.1814243722052977
174,-0.1814243722052977
175,-0.1814243722052977
176,-0.1814243722052977
177,-0.1814243722052977
178,-0.1814243722052977
179,-0.1814243722052977
180,-0.1814243722052977
181,-0.1814243722052977
182,-0.1814243722052977
183,-0.1814243722052977
184,-0.1814243722052977
185,-0.1814243722052977
186,-0.1814243722052977
187,-0.1814243722052977
188,-0.1814243722052977
189,-0.1814243722052977
190,-0.1814243722052977
191,-0.1814243722052977
192,-0.1814243722052977
193,-0.1814243722052977
194,-0.1814243722052977
195,-0.1814243722052977
196,-0.1814243722052977
197,-0.1814243722052977
198,-0.1814243722052977
199,-0.1814243722052977
200,-0.1814243722052977
201,-0.1814243722052977
202,-0.1814243722052977
203,-0.1814243722052977
204,-0.1814243722052977
205,-0.1814243722052977
206,-0.1814243722052977
207,-0.1814243722052977
208,-0.1814243722052977
209,-0.1814243722052977
210,-0.1814243722052977
211,-0.1814243722052977
212,-0.1814243722052977
213,-0.1814243722052977
214,-0.1814243722052977
215,-0.1814243722052977
216,-0.1814243722052977
217,-0.1814243722052977
218,-0.1814243722052977
219,-0.1814243722052977
220,-0.1814243722052977
221,-0.1814243722052977
222,-0.1814243722052977
223,-0.1814243722052977
224,-0.1814243722052977
225,-0.1814243722052977
226,-0.1814243722052977
227,-0.1814243722052977
228,-0.1814243722052977
229,-0.1814243722052977
230,-0.1814243722052977
231,-0.1814243722052977
232,-0.1814243722052977
233,-0.1814243722052977
234,-0.1814243722052977
235,-0.1814243722052977
236,-0.1814243722052977
237,-0.1814243722052977
238,-0.1814243722052977
239,-0.1814243722052977
240,-0.1814243722052977
241,-0.1814243722052977
242,-0.1814243722052977
243,-0.1814243722052977
244,-0.1814243722052977
245,-0.1814243722052977
246,-0.1814243722052977
247,-0.1814243722052977
248,-0.1814243722052977
249,-0.1814243722052977
250,-0.1814243722052977
251,-0.1814243722052977
252,-0.1814243722052977
253,-0.1814243722052977
254,-0.1814243722052977
255,-0.1814243722052977
256,-0.1814243722052977
257,-0.1814243722052977
258,-0.1814243722052977
259,-0.1814243722052977
260,-0.1814243722052977
261,-0.1814243722052977
262,-0.1814243722052977
263,-0.1814243722052977
264,-0.1814243722052977
265,-0.1814243722052977
266,-0.1814243722052977
267,-0.1814243722052977
268,-0.1814243722052977
269,-0.1814243722052977
270,-0.1814243722052977
271,-0.1814243722052977
272,-0.1814243722052977
273,-0.1814243722052977
274,-0.1814243722052977
275,-0.1814243722052977
276,-0.1814243722052977
277,-0.1814243722052977
278,-0.1814243722052977
279,-0.1814243722052977
280,-0.1814243722052977
281,-0.1814243722052977
282,-0.1814243722052977
283,-0.1814243722052977
284,-0.1814243722052977
285,-0.1814243722052977
286,-0.1814243722052977
287,-0.1814243722052977
288,-0.1814243722052977
289,-0.1814243722052977
290,-0.1814243722052977
291,-0.1814243722052977
292,-0.1814243722052977
293,-0.1814243722052977
294,-0.1814243722052977
295,-0.1814243722052977
296,-0.1814243722052977
297,-0.1814243722052977
298,-0.1814243722052977
299,-0.1814243722052977
300,-0.1814243722052977
301,-0.1814243722052977
302,-0.1814243722052977
303,-0.1814243722052977
304,-0.1814243722052977
305,-0.1814243722052977
306,-0.1814243722052977
307,-0.1814243722052977
308,-0.1814243722052977
309,-0.1814243722052977
310,-0.1814243722052977
311,-0.1814243722052977
312,-0.1814243722052977
313,-0.1814243722052977
314,-0.1814243722052977
315,-0.1814243722052977
316,-0.1814243722052977
317,-0.1814243722052977
318,-0.1814243722052977
319,-0.1814243722052977
320,-0.1814243722052977
321,-0.1814243722052977
322,-0.1814243722052977
323,-0.1814243722052977
324,-0.1814243722052977
325,-0.1814243722052977
326,-0.1814243722052977
327,-0.1814243722052977
328,-0.1814243722052977
329,-0.1814243722052977
330,-0.1814243722052977
331,-0.1814243722052977
332,-0.1814243722052977
333,-0.1814243722052977
334,-0.1814243722052977
335,-0.1814243722052977
336,-0.1814243722052977
337,-0.1814243722052977
338,-0.1814243722052977
339,-0.1814243722052977
340,-0.1814243722052977
341,-0.1814243722052977
342,-0.1814243722052977
343,-0.1814243722052977
344,-0.1814243722052977
345,-0.1814243722052977
346,-0.1814243722052977
347,-0.1814243722052977
348,-0.1814243722052977
349,-0.1814243722052977
350,-0.1814243722052977
351,-0.1814243722052977
352,-0.1814243722052977
353,-0.1814243722052977
354,-0.1814243722052977
355,-0.1814243722052977
356,-0.1814243722052977
357,-0.1814243722052977
358,-0.1814243722052977
359,-0.1814243722052977
360,-0.1814243722052977
361,-0.1814243722052977
362,-0.1814243722052977
