,0
0,-0.1613877324302422
1,-0.1678596820100353
2,-0.16834100089462797
3,-0.16834100089462797
4,-0.17008458776315205
5,-0.17008458776315205
6,-0.1713713907994526
7,-0.17271968805926283
8,-0.17712538569822564
9,-0.177367396965079
10,-0.17792867592663972
11,-0.17912902257485105
12,-0.1791470635703615
13,-0.17974817319425523
14,-0.17994091168790521
15,-0.18025430293176684
16,-0.18032156282521097
17,-0.1810055013951313
18,-0.1810055013951313
19,-0.1810055013951313
20,-0.1810055013951313
21,-0.1810312376647616
22,-0.1811576355247216
23,-0.1811576355247216
24,-0.1811576355247216
25,-0.1812148697030172
26,-0.18123961405136885
27,-0.18131313371157315
28,-0.18131313371157315
29,-0.18134453915654833
30,-0.18134453915654833
31,-0.1813563727155917
32,-0.1813680676917642
33,-0.18136963827490932
34,-0.18138270253289535
35,-0.18139520854530042
36,-0.18139520854530042
37,-0.18139711646723308
38,-0.18139876009032857
39,-0.18139876009032857
40,-0.18139876009032857
41,-0.1814018637881286
42,-0.1814018637881286
43,-0.18140403933708324
44,-0.1814069674795969
45,-0.18140927943494176
46,-0.18141205087345214
47,-0.1814124077912127
48,-0.1814151150267511
49,-0.1814156414883582
50,-0.18141585732077636
51,-0.1814161187954608
52,-0.18141796069748603
53,-0.18141921888948676
54,-0.18142043297914948
55,-0.18142129236881402
56,-0.18142129236881402
57,-0.18142141287063923
58,-0.18142141287063923
59,-0.18142141287063923
60,-0.18142141287063923
61,-0.18142141287063923
62,-0.18142141287063923
63,-0.18142179012201115
64,-0.18142179012201115
65,-0.18142179012201115
66,-0.18142179012201115
67,-0.18142179012201115
68,-0.18142179012201115
69,-0.18142179012201115
70,-0.18142179012201115
71,-0.18142179012201115
72,-0.18142179012201115
73,-0.18142179012201115
74,-0.18142179012201115
75,-0.18142179012201115
76,-0.18142179012201115
77,-0.1814230291766494
78,-0.18142427216508003
79,-0.18142466220983894
80,-0.18142466220983894
81,-0.18142466220983894
82,-0.18142466220983894
83,-0.18142466220983894
84,-0.18142466220983894
85,-0.18142466220983894
86,-0.18142466220983894
87,-0.18142466220983894
88,-0.18142466220983894
89,-0.18142466220983894
90,-0.18142466220983894
91,-0.18142466220983894
92,-0.18142466220983894
93,-0.18142466220983894
94,-0.18142466220983894
95,-0.18142466220983894
96,-0.18142466220983894
97,-0.18142466220983894
98,-0.18142466220983894
99,-0.18142466220983894
100,-0.18142466220983894
101,-0.18142466220983894
102,-0.18142466220983894
